,名称/规格,规格,批准文号,月售,评分,currentPrice,originalPrice
2417,纽斯葆牌鱼油软胶囊100g(1gx100粒),,,,,86,
2418,[御芝林]变通牌天天胶囊(赠品)10.8g(0.4gx9粒x3板),,,,,72.5,
2419,[红牛]维生素功能饮料250ml,,,月售29份,评分4.2,7.8,
2420,[雅客]V9牌维生素夹心糖(草莓味+蓝莓味)132g(6gx22粒),,,月售1份,,9.9,
2421,[海王金樽]海王牌金樽片18g(1.0gx3片x6袋),,,,评分4,47.3,
2422,[雅客]V9牌维生素夹心糖(集锦装)128g(6g/粒),,,月售1份,,9.9,
2423,[汤臣倍健]健力多氨糖软骨素钙片285.6g(1.02gx100片x2瓶+1.02gx40片x2瓶),,,,,388,
2424,[善存]小佳维咀嚼片(香甜柠檬味)78g(1.95gx40片),,,,,83,
2425,[汤臣倍健]健力多氨糖软骨素钙片183.6g(1.02gx180片),,,,,288,
2426,海王金樽牌牡蛎大豆肽肉碱口服液400ml(50mlx8瓶),,,,,158,
2427,[汤臣倍健]褪黑素片24g(400mgx60片),,,,,108,
2428,纽斯葆牌大豆磷脂软胶囊100g(1gx100粒),,,,,86,
2429,养生堂牌天然维生素E软胶囊50g(250mgx200粒),,,,,168,
2430,[善存]多种维生素矿物质片68g(1.70gx40片),,,,,118,
2431,养生堂牌天然维生素C咀嚼片110.5g(850mgx130片),,,月售1份,评分4,168,
2432,[汤臣倍健]维生素C片(甜橙味)78g(780mgx100片),,,,,128,
2433,[钙尔奇]钙维D维K软胶囊63g(1.05gx60粒),,,,,108,
2434,[御生堂]回春花牌通秘茶(肠清茶)40g(2.5gx16袋)x2盒+12.5g(2.5gx5袋),,,,,55,
2435,成长快乐牌多种维生素钙咀嚼片180g(1.5gx120片),,,,,128,
2436,[汤臣倍健]维生素A维生素D软胶囊24g(400mgx60粒),,,,,118,
2437,百合康牌褪黑素维生素B6胶囊15g(0.15gx100粒),,,,,104,
2438,[善元堂]蛋白粉400g,,,月售2份,,99,
2439,纽斯葆牌钙维D咀嚼片(香橙味)  2g*100片/盒,,,,,109,
2440,[爱乐维]玛咖锌淫羊藿胶囊75.6g(0.54gx140粒),,,,,238,
2441,[汤臣倍健]维生素C泡腾片(甜橙味)72g(4.0gx18片),,,月售1份,,59,
2442,[汤臣倍健]B族维生素泡腾片72g(4.0gx18片),,,月售1份,,69,
2443,[善存]佳维片79.8g(1.33gx60片),,,月售1份,,92,
2444,哈药六 钙加锌口服液 10ml*12支/盒,,,月售1份,评分4,36,
2445,麦金利牌益生菌粉30g(1.5gx20袋),,,,,118,
2446,[汤臣倍健]钙维生素D维生素K软胶囊100g(1000mgx100粒),,,,,118,
2447,[御生堂]回春花牌通秘茶(肠清茶)40g(2.5gx16袋),,,,,30.5,
2448,养生堂牌B族维生素片(赠品)30g(0.5gx60片),,,月售1份,评分4,128,
2449,[钙尔奇]小添佳咀嚼片(巧克力味)160g(2.0gx80片),,,,,120,
2450,养生堂牌天然维生素E软胶囊30g(250mgx120粒),,,,,128,
2451,[善存]多种维生素多种矿物质片69.6g(1.74gx40片),,,,,118,
2452,[汤臣倍健]多维男士多种维生素矿物质片(双瓶优惠装)180g(1.5gx60片x2瓶),,,,,208,
2453,[益倍适]益生菌粉30g(1.5gx20袋),,,,,178,
2454,[汤臣倍健]牛初乳加钙咀嚼片72g(1.2gx60片),,,,,128,
2455,[汤臣倍健]蛋白粉450g(附量具),,,,评分5,368,
2456,纽斯葆牌蛋白质粉(加送1罐)450g+送160g(10gx16袋),,,,,298,
2457,[汤臣倍健]健力多氨糖软骨素钙片102g(1.02gx100片),,,,,238,
2458,[汤臣倍健]胶原蛋白软骨素钙片(曾用名:胶原软骨素钙片)108g(1200mgx90片),,,,,228,
2459,[汤臣倍健]B族维生素片(双瓶优惠装)100g(500mgx100片x2瓶),,,,,228,
2460,[汤臣倍健]多维女士多种维生素矿物质片(双瓶优惠装)180g(1.5gx60片x2瓶),,,,,208,
2461,[金士力]银杏叶滴丸18g(9gx2),,,,,139,
2462,[汤臣倍健]越橘叶黄素酯β-胡萝卜素软胶囊(健视佳)22.5g(0.5gx45粒),,,,,248,
2463,[汤臣倍健]葡萄籽维生素C加E片24.6g(410mgx60片),,,,,198,
2464,[汤臣倍健]牛初乳加钙咀嚼片(双瓶优惠装)144g(1.2gx60片x2瓶),,,,,188,
2465,[汤臣倍健]维生素C片(甜橙味 双瓶优惠装)156g(780mgx100片x2瓶),,,,,178,
2466,[汤臣倍健]多种维生素咀嚼片(11-17岁)60g(1.0gx60片),,,,,138,
2467,[麦金利]维生素C泡腾片(水蜜桃味)60g(4gx15片),,,月售1份,评分5,31.3,
2468,[汤臣倍健]锌咀嚼片24g(400mgx60片),,,,,98,
2469,[美澳健]多种B族维生素片12g(0.6gx20片),,,月售2份,评分5,24.8,
2470,[麦金利]维生素C泡腾片60g(4.0gx15片),,,,,31.3,
2471,[汤臣倍健]B族维生素片50g(500mgx100片),,,,,188,
2472,纽斯葆牌褪黑素片(赠品)30g(500mgx60片),,,,,86,
2473,[美澳健]金顿牌维生素C咀嚼片12g(0.6gx20片),,,,,24.8,
2474,[麦金利]维生素C泡腾片(蓝莓味)60g(4gx15片),,,,,31.3,
2475,[健途]天灿维生素C咀嚼片 20g(1.0gx20片),,,月售1份,评分4.2,15.8,
2476,[药都仁和]靓馨牌维生素E软胶囊50g(0.5gx100粒),,,月售3份,,19.9,39
2477,[汤臣倍健]多维女士多种维生素矿物质片90g(1.5gx60片),,,,评分5,168,
2478,[美澳健]叶酸钙铁片60g(1.0gx60片),,,,,99,
2479,凯镛牌芦荟胶囊0.4gx8粒x3盒,,,,,50.4,
2480,[汤臣倍健]天然维生素E软胶囊30g(500mgx60粒),,,,,128,
2481,[汤臣倍健]鱼油软胶囊(赠品)100g(1000mgx100粒),,,,,118,
2482,养生堂牌天然维生素C咀嚼片10.2g(850mgx12片),,,,,51.5,
2483,百合康牌钙铁锌口服液(橙子味)120ml(10mlx12支),,,,,41.8,
2484,汤臣倍健 辅酶Q10天然维生素E软胶囊 24g（400mgx60粒）,,,,,398,
2485,[汤臣倍健]左旋肉碱茶多酚荷叶片73.2g(1220mgx60片),,,,,268,
2486,[汤臣倍健]番茄红素维生素E软胶囊30g(500mgx60粒),,,,,268,
2487,[钙尔奇]氨糖软骨素加钙片(买1送1)1.0gx64片(送1.0gx28片),,,,,258,
2488,[汤臣倍健]鱼油软胶囊200g(1000mgx200粒),,,,,228,
2489,[健途]一轻松牌舒解片2.4g(0.6gx4片),,,,,15.8,
2490,[汤臣倍健]铁叶酸片30g(500mgx60片),,,,,188,
2491,[汤臣倍健]胶原蛋白天然维生素E片45g(750mgx60片),,,,,188,
2492,[汤臣倍健]多维男士多种维生素矿物质片90g(1.5gx60片),,,,,168,
2493,[京都念慈菴]枇杷糖45g(2.5g/粒),,,月售9份,评分4.2,16.8,
2494,[石药牌]果维康维生素C含片(鲜橙味)47.4g(0.790gx60片),,,月售4份,评分5,39.4,
2495,[汤臣倍健]褪黑素片+[闪亮]熨烫治疗贴24g(400mgx60片)+55mmx55mmx2袋x2,,,月售3份,,108,
2496,合生元 儿童益生菌冲剂 (26袋)39g,,,月售2份,,169,
2497,[汤臣倍健]蛋白粉450gx2罐,,,月售1份,,598,
2498,[汤臣倍健]维生素C维生素E咀嚼片(新升级)66g(1.1gx60片),,,月售1份,,148,
2499,[草珊瑚生物]采森牌维生素C咀嚼片0.7gx12片,,,月售1份,,9.9,
2500,纽斯葆牌大豆磷脂软胶囊+纽斯葆牌鱼油软胶囊100g(1gx100粒)+100g(1gx100粒),,,,,99,
2501,香丹清牌珂妍胶囊48g(0.4gx120粒),,,,,327.8,
2502,[美澳健]金顿牌维生素C咀嚼片36g(0.6gx60片),,,,,108,
2503,健美生牌钙镁D片88.2g(1.47gx60),,,,,198,
2504,[百合康]蛋白粉800g(400gx2罐),,,,,568,
2505,[汤臣倍健]B族维生素片+[健途]甜橙味多种维生素泡腾片,,,,,188,
2506,[美澳健]钙咀嚼片90g(1.0gx90片),,,,,128,
2507,[联合邦利]大蒜油软胶囊72g(0.36gx200粒),,,,,128,
2508,[百合康]西洋参淫羊藿枸杞子提取物马鹿茸软胶囊45g(0.5gx90粒),,,,,188,
2509,[百合康]多种B族维生素片63g(700mx90片),,,,,148,
2510,[百合康]多种维生素矿物质片100g(1.0gx100片),,,,,138,
2511,[善元堂]维生素C咀嚼片120g(1.5gx80片),,,,,102.9,
2512,【5盒装】[健途]一轻松牌舒解片2.4g(0.6gx4片)x5盒,,,,,75,
2513,联合邦利牌葡萄籽天然维E软胶囊48g(800mgx60粒),,,,,188,
2514,[联合邦利]天然胡萝卜素软胶囊30g(500mgx60粒),,,,,168,
2515,[善元堂]乐唱软胶囊48g(800mgx60粒),,,,,158,
2516,[钙尔奇]钙维D维K软胶囊(买1送2超值装),,,,,169,
2517,[优力盖]硫酸软骨素钙咀嚼片+硫酸软骨素钙咀嚼片,,,,,198,
2518,[百合康牌]越橘叶黄素软胶囊0.5gx100粒,,,,,188,
2519,纽斯葆牌钙维生素D咀嚼片(香橙味)+纽斯葆牌褪黑素片,,,,,119,
2520,[钙尔奇]钙维D维K软胶囊+[艾可思]保温杯旅行套装(赠品),,,,,108,
2521,[汤臣倍健]健力多氨糖软骨素钙片+鱼油软胶囊,,,,,288,
2522,[汤臣倍健]健力多氨糖软骨素钙片+鱼油软胶囊,,,,,399,
2523,[汤臣倍健]蛋白粉+维生素B族片+钙维生素D维生素K软胶囊,,,,,598,
2524,[御生堂]三丽牌璇姆茶40g(2gx20袋),,,,,41.8,
2525,[汤臣倍健]维生素C片(甜橙味)(赠品)23.4g(780mgx30片),,,,,49,
2526,[美澳健]钙加维生素D软胶囊120g(1.2gx100粒),,,,,138,
2527,[美澳健]多种B族维生素片60g(0.6gx100片),,,,,158,
2528,[纽斯葆]螺旋藻洋参片60g(0.5gx120片),,,,,138,
2529,[汤臣倍健]银色多维多种维生素矿物质片90g(1.5gx60片),,,,,168,
2530,[银善存]多种维生素矿物质片73.6g(0.92gx80片),,,,,138,
2531,[汤臣倍健]钙维生素D维生素K软胶囊200g(1000mgx200粒),,,,,236,
2532,[善元堂]维生素C咀嚼片35g(0.5gx70片),,,,,88,
2533,[御生堂]回春花牌通秘茶(肠清茶)12.5g(2.5gx5袋),,,,,10.4,
2534,[汤臣倍健]大豆磷脂软胶囊200g(1000mgx200粒),,,,,228,
2535,纽斯葆牌氨基酸片50g(500mgx100片),,,,,127,
2536,纽斯葆牌维生素A软胶囊24g(400mgx60粒),,,,,168,
2537,[汤臣倍健]蜂胶软胶囊30g(500mgx60粒),,,,,298,
2538,[联合邦利]蓬生源牌氨糖软骨素维生素D钙片96g(0.8gx120片),,,,,238,
2539,[汤臣倍健]β-胡萝卜素软胶囊50g(0.5gx100粒),,,,,208,
2540,[善元堂]维生素AD软胶囊18g(0.3gx60粒),,,,,102.9,
2541,[汤臣倍健]角鲨烯软胶囊50g(500mgx100粒),,,,,298,
2542,百合康牌维生素C含片(原名：百合康牌维生素C片)120g(1.2gx100片),,,,,128,
2543,[养生堂]天然维生素C+天然维生素E130片(VC)+200粒(VE),,,,,168,
2544,[汤臣倍健]钙镁片115.2g(1.28gx90片),,,,,118,
2545,[善元堂]灵芝孢子粉软胶囊30g(0.5gx60粒),,,,,228,
2546,[Swisse]钙维生素D片1.895gx60片,,,,,168,
2547,纽斯葆牌铁叶酸片(孕妇)30.3g(505mgx60片),,,,,138,
2548,[联合邦利]维D钙软胶囊200g(1.0gx200粒),,,,,168,
2549,乃捷尔牌初乳素胶囊3.6g(150mgx24粒),,,,,69.8,
2550,[大惠]蓝莓叶黄素β-胡萝卜素软胶囊30g(0.5gx60粒),,,,,98,
2551,[养生堂]钙维生素D3维生素K2软胶囊100g(1gx100粒),,,,,169,
2552,香丹清牌珂妍胶囊8g(0.4gx20粒),,,,,74.8,
2553,[美澳健]蛋白质粉320g,,,,,328,
2554,成长快乐牌复合维生素软片(果味型)240g(3.0gx80片),,,,,128,
2555,[汤臣倍健]婷好青春胶囊(大豆异黄酮)12g(0.2gx60粒),,,,,238,
2556,[汤臣倍健]多种维生素咀嚼片(4-10岁 新升级)60g(1.0gx60片),,,,,138,
2557,[药都行]运芝牌破壁灵芝孢子粉颗粒60g(1gx60包),,,,,188,
2558,[百合康]氨基葡萄糖硫酸软骨素钙胶囊(特惠装)130g(50gx2瓶，30gx1瓶),,,,,398,
2559,[美澳健]鱼油软胶囊100g(1.0gx100粒),,,,,98,
2560,[纽斯葆]维生素C咀嚼片60g(1000mgx60片),,,,,98,
2561,[美澳健]天然维生素E软胶囊50g(0.5gx100粒),,,,,198,
2562,成长快乐牌多种维生素锌咀嚼片180g(1.5gx120片),,,,,128,
2563,纽斯葆牌大豆磷脂软胶囊200g(1gx200粒),,,,,188,
2564,纽斯葆牌多种B族维生素片(成人)30.6g(510mgx60片),,,,评分4,118,
2565,纽斯葆牌维生素C咀嚼片48g(800mgx60片),,,,,98,
2566,纽斯葆牌大蒜油软胶囊70g(350mgx200粒),,,,,127,
2567,联合邦利牌芦荟软胶囊120g(60gx2瓶),,,,,198,
2568,[善元堂]爽之宁片48g(800mgx60片),,,,,98,
2569,[汤臣倍健]大豆磷脂软胶囊100g(1000mgx100粒),,,,,118,
2570,[联合邦利]三也真品牌铁叶酸片36g(0.6gx60片),,,,,148,
2571,[汤臣倍健]健力多氨糖软骨素钙片1.02gx180片x2瓶,,,,,488,
2572,[汤臣倍健]健力多氨糖软骨素钙片(0元购组合装),,,,,466,
2573,[汤臣倍健]健力多氨糖软骨素钙片+鱼油软胶囊,,,,,458,
2574,敖东牌人参蜂王浆口服液200ml(20瓶x10ml),,,,,58,
2575,百合康牌钙锌口服液(草莓味)120ml(10mlx12支),,,,,41.8,
2576,御生堂牌糖脂茶37.5g(2.5gx15袋),,,,,60.9,
2577,纽斯葆牌金枪鱼油软胶囊50g(500mgx100粒),,,,,136,
2578,[养生堂]维生素K2软胶囊17.1g(0.38gx45粒),,,,,212,
2579,大惠牌姜黄三七胶囊18g(0.3gx60粒),,,,,238,
2580,[爱乐维]天灿柠檬酸苹果酸钙片123.6g(1.236gx100片),,,,,158,
2581,[汤臣倍健]健力多氨糖软骨素钙片+鱼油软胶囊,,,,,478,
2582,纽斯葆牌维生素C片50g(500mgx100片),,,,,105,
2583,【450gx2+150g】[汤臣倍健]蛋白粉450gx2(附量具)+150g(附量具),,,,,736,
2584,纽斯葆牌多种维生素矿物质片103g(1030mgx100片),,,,,148,
2585,纽斯葆牌硒维生素C胶囊17.94g(299mgx60粒),,,,,128,
2586,[善元堂]海晶牌大豆磷脂软胶囊120g(1200mgx100粒),,,,,98,
2587,[纽斯葆]秀之颜牌芦荟胶囊27g(450mgx60粒),,,,,127,
2588,纽斯葆牌维生素C片(香橙味)50g(0.5gx100片),,,,,105,
2589,纽斯葆牌维生素C维生素E咀嚼片60g(1gx60片),,,,,136,
2590,[汤臣倍健]鱼油牛磺酸锌软胶囊(DHA)(曾用名:鱼油牛磺酸软胶囊)45g(500mgx90粒),,,,,168,
2591,[汤臣倍健]蛋白粉+[爱乐维]复合维生素片450g(蛋白粉)+100片(爱乐维),,,,,480,
2592,[善元堂]海晶牌深海鱼油软胶囊100g(1000mgx100粒),,,,,98,
2593,[善元堂]维生素B族软胶囊(加价购)30g(500mgx60粒),,,,,108,
2594,[优力盖]硫酸软骨素钙咀嚼片90g(1.5gx60片),,,,,168,
2595,百合康牌芦荟软胶囊50g(500mgx100粒),,,,,148,
2596,纽斯葆牌维生素E软胶囊50g(500mgx100粒),,,,,148,
2597,[汤臣倍健]水飞蓟葛根丹参片(健甘适)61.2g(1.02gx60片）,,,,,228,
2598,[汤臣倍健]维生素E软胶囊18g(300mgx60粒）,,,,,128,
2599,纽斯葆牌多种维生素矿物质咀嚼片(4-17岁 蓝莓味)60g(1000mgx60片),,,,,118,
2600,【2盒装】维卫康牌鼎久口服液60mlx2盒,,,,,38,
2601,[汤臣倍健]水飞蓟葛根丹参片(健甘适)122.4g(1.02gx120片）,,,,,398,
2602,[联合邦利]鱼油软胶囊100g(1gx100粒),,,,,96,
2603,[优力盖]硫酸软骨素钙咀嚼片66g(1.5gx44片),,,,,71.4,
2604,[联合邦利]金福力牌越橘叶黄素β-胡萝卜素胶囊21g(0.35gx60粒),,,,,258,
2605,[善元堂]钙咀嚼片(孕妇)135g(1.5gx90片),,,,,168,
2606,纽斯葆牌维生素C片(香橙味)15g(0.5gx30片),,,,,48,
2607,[美澳健]维生素C加维生素E片60g(1gx60片),,,,,99,
2608,维卫康牌鼎久口服液60ml,,,,,38,
2609,[杜蕾斯]人体润滑液（爽滑快感）50ml,,,月售10份,评分4.2,34.5,
2610,[jintoo斯薇婷]女性快感增强液(水溶性)30g,,,,,71.4,
2611,[杜蕾斯]人体润滑液(激情热感 情趣啫喱)50ml,,,月售2份,评分4.3,42.5,
2612,[杰士邦]情趣润滑剂(水润快感)50ml,,,月售5份,,49.9,
2613,[杜蕾斯]金刚持久环1只(内直径:15.5+/-2mm),,,,评分4,49.5,
2614,[冈本]0.03透明质酸润滑液60ml,,,月售1份,评分4,62,
2615,[杜蕾斯]焕觉多速震动棒03(成人用品 女性健慰器)1只(紫色 DLS-W-B-A-2),,,月售2份,评分4,107.8,
2616,[私乐]快感人体润滑液(CEELE)60ml,,,月售1份,评分5,6.6,
2617,[杜蕾斯]女性快感增强液10ml,,,月售3份,,99,
2618,[Leten 雷霆暴风]色色兔系列震动棒(流氓兔 充电加温款)030035(粉紫),,,月售2份,,147.5,
2619,[雷霆leten]硅胶舔蒂头套060005(紫色),,,,,10.5,
2620,[JOKER]女用凝露(女性情趣提升凝露)10ml,,,,,22.1,
2621,[雷霆leten]萌小兔(宝贝兔系列穿戴蝴蝶 充电款)050032(粉色),,,,,198,
2622,[雷霆leten]悠悠震动棒(女用高潮震动棒 充电款)030018(玫红),,,,,172.5,
2623,[雷霆leten]色色兔系列震动棒(萌小兔)(充电加温款)030036(粉红),,,月售1份,,168,
2624,[雷霆leten]震动拉珠棒系列(兔司机)030014(粉色),,,,,94.5,
2625,[雷霆leten]A380活塞飞机杯(充电式自动伸缩飞机杯)90003,,,,,398,
2626,[SVAKOM]艾娃(Elva)SCB-02ELVA(梅红色),,,月售2份,,199,
2627,[雷霆leten]色色兔系列震动棒(色小兔)(充电款)30005,,,,,148,
2628,[SVAKOM]洁净系列润滑液聚可安糖私护抑菌液(鹿口Anin)80ml,,,,,99,
2629,[雷霆leten]震动拉珠棒系列(兔小弟)030011(粉色),,,,评分4,75,
2630,[杜蕾斯]小魔怪震震环(成人用品 震动器)1只(LJS-A-D-02),,,月售1份,,62,
2631,[雷霆leten]性仆伊娃(EVA)夹吸叫床飞机杯90013,,,月售1份,,362.5,
2632,[春风TryFun]天然系列鱼儿欢女用按摩棒(绿色)TF-MT-01GN,,,,评分4,299,
2633,[雷霆leten]1+1双头AV棒(加热款),,,,,225,
2634,[雷霆leten]闪电AV按摩 棒(强力型震动),,,,,205,
2635,[雷霆leten]流氓兔(宝贝兔系列穿戴蝴蝶 充电款)50031,,,,,198,
2636,[雷霆leten]精灵宝宝(Q2智能款 萌宠宝宝)50029,,,,,145,
2637,[DMM]TOUCH二代1个(T2SJ02 黑色),,,,,126,
2638,[DMM]爆射四代1个(B401 黑色),,,,,126,
2639,[雷霆leten]硅胶夹乳头套060002(紫色),,,,,10.5,
2640,[杜蕾斯]人体润滑液(激情热感)+避孕套(AiR隐薄空气套 赠品),,,月售2份,,42.5,
2641,[春风TryFun]天然系列鱼儿欢女用按摩棒(粉色)TF-MT-01PK,,,月售1份,,299,
2642,[赤尾]透明质酸润滑液50ml,,,月售1份,,31.3,
2643,[雷霆leten]撸霸电动飞机杯CP-10026-01-01,,,,,350,
2644,[JOKER]WAVE女性快感增强凝露30ml,,,,,51.5,
2645,[ZEMALIA]Tara(塔娜)TW05(粉色),,,,,299,
2646,[雷霆leten]太空舱翻合飞机杯(迷航款)90015,,,,,195,
2647,[雷霆leten]震动拉珠棒系列(兔金刚)CP-20110-01-01,,,,,91.9,
2648,[雷霆leten]鲲鱼宝宝(Q2智能款 萌宠宝宝系列跳蛋)50027,,,,,145,
2649,[雷霆leten]探蜜脉冲棒(充电款)30028,,,,,228,
2650,[Wet Stuff]GOLD(贵族金)水溶性人体润滑剂55g,,,,,168,
2651,[雷霆leten]恐龙宝宝(萌宠宝宝)50022,,,,,99.8,
2652,[春风TryFun]天然系列鱼儿欢女用按摩棒(粉色)赠[网易严选]避孕套(超薄系列),,,,,299,
2653,[欧姆龙]电子体温计(腋下)1支(MC-246),,,月售18份,评分4.2,42,
2654,[鱼跃]臂式电子血压计(智能型)YE655A,,,,,198,
2655,[鱼跃]听诊器(全铜听头)插入式单用(A型),,,,,24.2,
2656,[鱼跃]压缩空气式雾化器1台(403C),,,,,498,
2657,[氧立得]手提式氧气发生器耗材-制氧剂A剂(100gx20包)+B剂(3gx20包),,,,,98,
2658,[立校]电子体温计1支(AXD-201),,,,,29.9,
2659,[鱼跃]血糖仪+血糖试纸+一次性使用末稍采血针(套装1+50 优惠装),,,,,180,
2660,[三诺]血糖仪(免调码)1台(安稳+)(含采血笔1支+血糖试条50支+末梢采血针50支),,,,,198,
2661,[新优锐]一次性使用注射笔用针头(BD超细超短型 促销装)0.25x5mm(31Gx5mm)x28支,,,,,66,
2662,[三诺]血糖仪,,,,,99,
2663,[稳豪]血糖试纸(葡萄糖氧化酶法)25片x2瓶(施莱一次性使用采血针50支),,,,,218,
2664,[欧姆龙]电子血压计(上臂式)HEM-8102K,,,,,269,
2665,[三诺]血糖试条50支(安稳免调码型 瓶装),,,,,102.9,
2666,[鱼跃]医用腋拐,,,,评分4,128,
2667,[怡成]5D血糖试条(5秒血糖试条 三电极)1支x50袋(外配50个采血针 5DP),,,,,102.9,
2668,[新优锐]一次性使用注射笔用针头(BD超细超短型)0.25x5mm(31Gx5mm)x7支,,,,,21.6,
2669,[氧立得]手提式氧气发生器A2000型(附带手提式氧气发生器耗材制氧剂A 2包、制氧剂B 1包),,,,,228,
2670,[怡成5秒]血糖仪5D-7型(赠50条试条),,,,,168,
2671,[互邦]铝合金手动轮椅车,,,,,788,
2672,[鱼跃]手动轮椅车,,,,,795,
2673,荣昌 肛泰 痔疮药 痔疮贴  0.5克*4片,0.5克*4片,国药准字Z20028004,月售3份,评分4,38,
2674,马应龙 痔炎消片 0.53g*30片/盒,0.53g*10s*3板(薄膜衣),国药准字Z20070013,月售2份,评分4,41.8,
2675,马应龙 马应龙麝香痔疮膏 4g*8支,4g*8支,国药准字Z42021920,月售1份,评分4.5,49,
2676,【处方药】鲁南 普济痔疮栓 1.3g*10粒,1.3g*10粒,国药准字Z20030093,,,68,
2677,马应龙 麝香痔疮膏 2.5g*5支,2.5g*5支,国药准字Z42021920,,,18.9,
2678,【处方药】云南白药 痔疮膏 1.5g*6支,1.5g*6支,国药准字Z20060003,,,36.5,
2679,荣昌 肛泰痔疮软膏 10g*1支/盒,10g*1支,国药准字Z20060212,月售3份,评分4,23.1,
2680,太宁 复方角菜酸酯栓 3.4g*12枚,3.4g*6s*2板,国药准字H20083150,月售1份,,39.9,
2681,得舒特 匹维溴铵片 50mg*15片,50mg*15片,进口药品注册证号H20160396,,,32.5,
2682,同仁堂 地榆槐角丸 30g,30g,国药准字Z11020004,月售19份,评分4,16.6,
2683,马应龙 金玄痔科熏洗散 55g*4袋,55g*4袋,国药准字Z20080020,,,29.6,
2684,民生 消旋山莨菪碱片 5mgx100片,5mgx100片,国药准字H33021706,,,19.5,
2685,敬修堂 化痔栓 1.4g*10粒/盒,1.4g*10粒/盒,国药准字Z44022705,,评分4,27.5,
2686,仁和 痔速宁片 0.31g*36片/盒,0.31g*36片/盒,国药准字20073162,,,28,
2687,马应龙 马应龙麝香痔疮膏 20g,20g,国药准字Z42021920,月售11份,评分4,16.1,19.4
2688,马应龙 麝香痔疮栓 1.5克*12粒,1.5克*12粒,国药准字Z42021461,月售27份,评分4.2,19.3,22.8
2689,荣昌制药 肛泰栓 痔疮药 1g*6枚/盒,1g*6枚,国药准字Z20060211,月售1份,评分4,20.6,
2690,葵花 熊胆痔灵膏 10g,10g,国药准字Z23021461,,,29.4,
2691,葵花 熊胆痔灵栓 2g*6枚,2g*6枚,国药准字Z23021462,,,37.8,
2692,[药都]槐角丸6gx12袋,,,,,18.7,
2693,同仁堂 地榆槐角丸 9g*10丸,9g*10丸,国药准字Z11020100,,,17.6,
2694,江中 痔康片 0.3g*48片/盒,0.3g*24s*2板（薄膜衣）,国药准字Z10960032,,,39,
2695,锐托喜 硝酸甘油软膏 10g*1支/盒,10g*1支/盒,国药准字H20100195,,,168,
2696,[荣昌制药]肛泰栓+[葵花]熊胆痔灵膏1gx6粒+10g,,,,,44,
2697,肛泰+肛泰栓0.5gx2片x2袋(肛泰贴)+1gx6粒(肛泰栓),,,,,56,
2698,[荣昌制药]肛泰栓+肛泰+[jintoo]医用棉签(单头竹棒),,,,,57.5,
2699,[荣昌制药]肛泰+[jintoo]医用棉签(单头竹棒),,,,,75.5,
